text,label
벤클이 이정도는되야 벤클이지 잦크보처럼 누가뜯어말려주길 기다리면서 입으로만 하는벤클보다 훨씬보기좋네,0
오늘은 푸이그라 한 접시 해야것다맛도없는게 왜그리 바싸노 푸아노므시끼,0
미국을 비롯한 서구 국가들은 소수의 훌륭한 리더들이 없었다면 벌써 무너졌을 나라.. 바이러스 조금 퍼지기 시작하니까 사재기에 절도가 횡행하고 인종차별을 서슴치않는.. 물론 중국보단 훨씬 낫지만.,0
푸이그 개럿 ㅆㅂㅋㅋㄲㅋㅋㅋ,0
저사람 게이야동찍은거 스캔들터져서 은퇴함,0
그놈의 사과티비 때문에 내거기 닳고 닳아서 없어지겠네,0
님들아 내가 야구 1도 모르는데 이런거 너무 좋아서 원본영상 봤는뎈ㅋㅋㅋㅋㅋ애들이 빨강색 감독 말리는데 감독 꼬툭튀 되어있다니깤ㅋㅋㅋㅋㅋㅋㅋ하시밬ㅋㅋㅋㅋㅋㅋ취향 개특이하네 ㄹㅇㅋㅋㅋㅋㅋㅋㅋ,0
Kbo같은 수준낮은 유사리그 보다가 메이저리그 보니까 최고다,0
승이야 주변에서 안도와주면 아무리 잘해도디그롬처럼 10승도 못해도 사이영상 받는거고 한국선수중 최초로 fa먹튀소리 듣지말고지금처럼만 하자,0
3:13ㅈㄹ해 양의지?ㅋㅋㅋㅋ,0
이야 이게 야구지 눈호강 지렸구요 크보는 ㅈ잡고 반성 좀 하자 저거 크보였으면 99.99%다 안타,0
와 영상편집이 이렇게 중요하구나... 예고편 보니 뒤에 똑같은거 누가 보고 싶을까 글고 자꾸 인위적인 소리 넣은 것도 엄청 거슬려서 보기 싫어짐,0
KBO는 음. 망했다.,0
개비오에서는 안나올 수비,0
갑자기 kbo 수비 생각하니깐 개빡치네,0
믈브에는 돼지가 없네,0
아무리 그래도 약쟁이는 싫다,0
오늘 구심 개판이더라,0
진짜 배고파서 굶는사람한테 장난치나....ㅜㅜ뭐하는거야;;왜 씹은걸 뱉어 더럽게;;음식 낭비 오지네 진짜;;,0
음식넣고 웃을때마다 공포스러움,0
차라리 먹뱉보다 뚱뚱해져서 먹는게 낫겠다맛있는 녀석들 프로그램처럼,0
저걸 왜 처 뱉는겨,0
문복희 망해라냥!!!!,0
진짜 씹는소리 너무 드러운데 저게 뭐가 좋다고 다들 보는거지...,0
입안에 씹는 기계가있나ㅋㅋ무서워서 먹방보겠나 뒷통수 너무 쎄게맞아서 무섭네 전엔 업로드 되는거 매번 보면서 좋아했는데.. 정말밉다 저 먹는모습,0
씹을때 인중 진짜.. 어휴,0
좋아하지도 않는 음식 맛있게 먹는  연기하느라 고생했겠네 먹고 맛있어하는 표정 볼때마다 더 싫어ㅎㅎ,0
얘는 먼가 인위적임..,0
문복희가 이거보고 아 시(여기까지)월월!망했네 이러겠닼ㅋㅋㅋ,0
육회 맛있겠다 저걸 왜 버림 지옥 가서 다 비벼 먹어라,0
얼마나 먹기싫었으면 ㅉㅉ,0
저쥬댕이는 멀먹던 유지력짱이네..도색한건가;;;,0
지 기량껏 처먹어야지 영상 만들겠다고 주작하고 있네,0
알고보니 재수없게 보이네.,0
페이커는 항상 범인이네,0
하 그냥 해외에 나가서 다른팀 가있는 도인비나 김군같은 우리나라 선수들 싹다 입국금지시키고 매국노로 낙인찍어야됨; 빅토르안은 제외.,0
케리아 진짜 너무 못하네ㅋㅋ 저거좀빼라,0
씨맥 돈받음??밴픽 돈받은거 너무 티나네,0
그나마 남아있던 롤강국자위도 못하겠노,0
lck가 본선진출은 잘해도 끝판왕 자리를 그 아무도 차지하지 못한건 lck식 운영이 소극적으로 플레이하면서 이득 볼 수 있는 확실한거만 챙기고 그 외에는 지나치게 쫄보플레이를 함 그러다보니 어느정도 수준까지는 고만고만하게 실력 올라가는데 세계 최고가 되기에는 안좋은 판이지,0
킹좆은 18므시 준우승했다고 skt팬들한테  매국노라고 조리돌림 당했는데 ㅋ 이게 클린팬문화인가 그건가,0
Skt 뇌절 너무 심했어 마타가 라운드때 페이커랑 오지게 뇌절하고 게임졌어 뇌절않하고 좀더 열심히 했으면 이겼을 텐데,0
진지하게 3 4세트 미드차이 ㅈㄴ컸는데 너구리보다 못했는데 페이커,0
에포트 에디화됫노;; 에씨가 문제인,0
"""즙력 500배""",0
진짜 좀 자기객관화좀 제대로 하고 나아지려는 시도좀 했으면 좋겠네 걍 대충 하다가 은퇴해야지 그러는거같아 상혁아,0
걍 티원은 가망없어 보이니까 다들 디알엑스하구 담원게이밍이나 쳐 빨죠 ㅎㅎ,0
ㅋㅋㅋ 어제보다 암걸려뒤질뻔 ㅎㅎ 이긴경기빼고 나머지 경기 다 유리하게 이끌고가다가 진게 어이없었다 자야는 왜자꾸 주는건지도 모르겠고ㅋㅋㅋㅋㅋ,0
"이종석 한효주 나오는 드라마 이후로 드라마 안봤다. 2년전인가?? 좀 신선했었지. 근데 이런 개막장 드라마는 도대체 누가 보느냐면 변태들이 보는 것이다. 정상적인 사람들은 채널을 돌리게 된다.	0",0
"씨바알..노무노무 술프노... 오늘 저녁은 꽂등심이다ㅠㅜ	0",0
"짱깨 꺼라ㅡ패쓰	0",0
"다음도 들어와라하고...다른 의견내는 유튜버 목 자르고....추아줌마 꺼 여기저기서 진술나오니...무슨 기강감찰이니 하며 협박들어가고..... 댓글에 중국 러시아 욕하는 사람들 이제 아가리 닥쳐라. 우리나라도 똑같이 되었다.	0",0
"나경아 젖깐사진이나 인스타에 좀올려라 물좀빼게	0",0
"어린시절 가정교육 못 받은 애들은 절대 그 본성을 숨길수없지	0",0
"개별 공무원 뷰웅들의 헷지랄에 뭔 청와대까지 들먹이는지... 빠끄네 때도 순시리가 개뻘짓했지 청와대는 암것도 않했지 말입니다~	0",0
"서열1위네 좆냥이 찍소리도못함ㅋ	0",0
"대깨문이 문재인 협박범을 쉴드치네? 역시 대가리가 붕어인듯~	0",0
"예능 보면서 진지 빠는사람 많네 ㅋㅋ극혐;;;;; 예능은 예능임 저거보고 인성 어쩌고저쩌고 ㅋㅋ어휴 노답	0",0
"오 ㄱㅊ노?? 박 하나 심어놓은다음에 존나패는거	0",0
"홍위병들 뭉가 추가 위한다고 아가리 돈이 들어오나?	0",0
"시어머니 모셔다 친정엄마 생신상도 차려줄건가! 제능력껏 하던가 친정엄마까지 모셔다 생고생시키면서 점수따고싶나 골빈건지 철딱서니가 없는건지 나이도 40 이나 먹었구만!	0",0
"예술병 걸린 힙스터들이 또 오지게 의미부여하고 빨아줄듯	0",0
"오로지 냄비가 무기인 오징어썩은 냄새나는 세균덩어리김 치 년 들	0",0
"좆냥이주인쉑덜왜 집사집사 ㅇㅈㄹ함 ?	0",0
"공장가야할새끼들이 재수한다고 지랄 꼴깝을 떨어대니깐 자기도 툭튀어 나오는거지 ㅋㅋ	0",0
"처먹는 예능 그만좀 해라..예능이랍시고 노이즈 마케팅으로 식당 이용하는것도 아니고	0",0
"베트콩들 왜이리 나댑니까	0",0
"담배피는 여자연예인들 아갈똥네	0",0
"민주당이 압승인데 왜 이런걸로 지랄인지....	0",0
"방탄소년단도 이제 퇴물됬네 꺼져라 이제 ㅋㅋ	0",0
"기독교 목사가 떡치고 다니고	0",0
"틀딱이네 --- 먹을 나이 됐다	0",0
"우익사쿠라 한국에서 꺼져줘~	0",0
"문재앙부터 조사가자	0",0
"장사해처묵고살기 힘들지 .그냥디져	0",0
"아 이 개병신새끼씨발ㅋㅋ	0",0
"윤은혜는 어쩌고 ??? 이 나쁜 x꺄	0",0
"안할꺼면 글올리지마라 노잼	0",0
"그냥 병신 프로그램	0",0
"여자살인범들은 거의 비슷한게 있는데 수면유도제 아니면 수면제 농약 청산가리등 독극물이 주로 사용된다는점 우리나라 최초 사이코페스점수 만점을 기록을 기록한 엄인숙이라는 여자 사형수가 있는데 정말 잔인함 우선 무척 미인었다고 하고 순진하게 생겼다고 함 그걸 이용해 남자에게 접근 수면제를 먹이고 잠이들면 바늘로 눈을 찔러 장님을 만든다고 함 그다음 일부러 자빠뜨려 뇌진탕을 만들고 식물인간 상태가 되면 뜨거운 기름을 얼굴에 부었다고 함 그런식으로 상해보험이니 사망보험금이니 타먹으려고 자기 엄마까지 눈을 바늘로 찔러 장님을 만들고 보험금을 타먹은 희대의 싸이코페스년이었음	0",0
"아 ㅅㅂ 음주운전 쓰ㄹㅔ기들 걍 뒤져라	0",0
"ㅂㄷㅂㄷ 대지말고	0",0
"이제 이상민 빚쟁이 캐릭터도 끝난거 아냐?이제 블쌍한척 그만해라 솔까 저시키가 빚쟁이들에게 좋은팁 알려줬지 탁재훈은 걍 여자나 꼬시면서 살고 김수미는 왜케 많이 나와 무슨 욕쟁이 할망구 컨셉이냐	0",0
"조민기 남자답노 한녀들 참교육 린정한다 ^오^	0",0
"여자때문에 남자가피해보네	0",0
"난 니 얼굴 보면 ㅈ이 싸그라든다ㅡㅡ	0",0
"자꾸 말아먹는데 왜 나오지;;쟤들 키울 돈으로 나같음 신인그룹 만들겟노 이기야	0",0
"게이야 내친구들이 순경이 많은데 순경의 미래는 으떻노 ㅅㅌㅊ노???	0",0
"저런식의 여론조성은 결국 남자들피해로 돌아옴 나중에 가봐라 진짜후회한다 여가부시발년들은 철지난 성교육으로 ㅈㄴ남자들은 이상성욕자니 니들이 성욕을 해소하는모든방법은 다 불법적이고음성적이다라고하는 마당에 뭐가 해결되겟냐ㅋㅋ 야동사이트도 다 막는 나라다 생각보다 더 병신같은생각을 윗대가리들은 하고있음	0",0
"개최국은 자동진출.	0",0
"혐짤표시해라 ㅅㅂ 기분 더럽노	0",0
"정준영이 나이 많아서 너 싫어 하겠는데...무슨 헛소리냐	0",0
"이와중 타짜는 일본감 ㅋㅋ정신빠진 녀ㄴ	0",0
"성형할때부터 뭐지 싶었는데.... 은근 자존감 낮나 봄. 근 10년간 세계를 재패한 빙상 여왕이라 외모따위 개나 주라고 해도 수긍x1000만번 할 판국인데 성형하고 남친이 강남.	0",0
"응 너 똥차 꺼져	0",0
"역시 한국인은 남 잘되는 꼴을 못 봐	0",0
"얼굴 왜저래?	0",0
"맨날 못생기고 더럽고 늙은 기안 이시언 같은 한남퇘지들만 나오다가 깨끗하고 깔끔한 풋풋한 남자아이돌 황민현 나오니깐 화면이 달라지는거봐라~~ 그냥 보는거 자체가 재밌음 ㅋㅋ 역시 남자는 잘생기고 어리고 능력있고 봐야함~~	0",0
"하여튼 전라도놈들은 뒷배가 좋아 ㅉㅉ	0",0
"사인은 재앙이지 뭐	0",0
"저런 새끼는 그냥 무인도에 조두순이랑 둘이살게해라	0",0
"좌좀 정서만 없으면 ok	0",0
"김일성이 중국말 러시아말을 하는 조선족짱깨라메?? 그거 보고 충격먹음 시발 지금 우리가 중국이랑 싸우고 있다는 거자나	0",0
"노무현 실루엣이면 뭐 어쩌라구 놈현이 신이냐아주 어거지네	0",0
"계집이란 어차피 사내의 손을 타게되는것을.. 그리고 사내로 태어나서 계집질도 하는거지. 계집년 한두명때문에 대한민국 영화계 거물하나가 또 사라지는구나!	0",0
"쓰레기는 쓰레기 취급을 당하는구나	0",0
"재혼한지는 12주짼데 임신은 32주째면 ...하여간에	0",0
"대가리를 밟혀봐야 정신드는 유형	0",0
"어휴... 저 쓰레기젤을 빠는넘이있네고추 썪는다	0",0
"요즘 신종사기가 이거임틀딱들이 40대 아줌매미 에게결혼하면 10억대 아파트 명의준다고 꼬심알고보면 빚이 10억이상임근데 좋다고 결혼해서 틀니노후 뒤치닥거리함물론 틀니뒤지면 이자못내서 나앉음노후대책 ㅆㅅㅌㅊ	0",0
"기자 제목 다는 꼬라지도 극혐 어휴 여자네	0",0
"저의자 내구도 존나 의심됨ㅋ글고 바닥에 고정도 아니네대가리가 있으면 저딴걸 설치할리가....	0",0
"빨개이 새끼들 다 묻어버려야!	0",0
"1절만해라 짤게에 또 글올리지말고 ㅋㅋㅋ	0",0
"저정도 응디는 운동안해도 가능하다 시발 보정레깅스쳐입엇는데 저정도는 다 나와	0",0
"결국 남자를 죽게 하는건 뇨쟈들...요즘 여자들 순결 지키고 한 남자 한테올인 하는 여자들 잇는지...원나잇 하는 세상에 ...여자들 니들은 남편 이랑할때 아다라시 엿나 ㅋㅋ	0",0
"기레기. 길다가 돌맞는데 누가 가만히 있냐??? 쓰레기 어그로꾼 유트브정지당해야지 사회악이다	0",0
"좌빨 영화 납시요 개돼지들 선동시키기 딱이요	0",0
"조인성 연기 ㅈㄴ 못함 ㅇㅈ??	0",0
"노령연금 무상진료 혜택보는 개돼지가 세금내는 우리보다 훨씬많아서 글쌔다	0",0
"둘다 싸까지없고 둘다 똑같이 보임 바람핀놈이나 혼자당하기 억울하니 세상에 고자질르는 년이나 둘다 똑바로 사세요	0",0
"뇌물먹고 자살한 고 노무현 대통령이 분명히 봉하마을 부엉이바위에서 지켜보고 있을 것이다.	0",0
"왜이리 부들부들거리는거냐? ㅋ ㅋ ㅋ	0",0
"애쌔끼 몽타쥐하곤 깝쭞깝쭉 주둥이질하고 자빠졌네 야 이놈아야 이쁜 부선이 망사빤스나 하나 사주고 뻰질이하고 물꽊꽊이놈 끌어내라	0",0
"음주운전 시베리안 도그새끼. 그리고 아이 엄마는 아이들을 왜 밖에 기다리게 했는지도 이해 안간다.	0",0
"뭔 핀란드야 ㅆ. ㅂ	0",0
"장위안한테 카메라 들이대고 물어보면 재밌겠다. 만약에 중국 욕하면 장위안도 인체신비전에서 언제나 볼 수 있을텐데 ㅎㅎ	0",0
"대깨문들은 국산차지 ㅋ	0",0
"스포츠 머리 난이도 존내 높다.옆머리 뜨는 것은 다운펌하는게 맞다.셀프 컷 하면 뒷머리 좃같다.	0",0
"오늘도 김치녀 출~동	0",0
"섹스는 더불어 강간당한테 배워라. 그분야 최고 권위자 집단이다. ㅋ	0",0
"이휘재 드디어 나갔냐? 이휘재 꼴 보기 싫어서 안봤는데 다시 봐야겠네~	0",0
"학교다닐때 싹수 보이면 쳐맞고 개선되야 하는데 개조옻같은 학생인권 땜시 세상이 개판되고 있다. 자유가 남 인권 침해해도 되냐? 창작의 자유가 방종이냐? 쳐맞을것들 투성이다	0",0
"니돈으로 갚아줘 대한민국 세금 남아도냐?? 미친 포퓰리즘이 나라 말아쳐먹는다.. 설마 저 말에 또 속으 표주는놈들 없겠지??	0",0
"고 김주혁님 돌아가셨을때 김주혁님 기사로 인터넷 도배되니까 그 난리치던 엑소의 개집들이었지 아마? ㅋㅋ	0",0
"죄없는 공익제보자 테러하면 집회가아니라 폭동일어날줄알아라 군필문베충들아 저게 군대에서 가능한일이냐? 감히상상조차 할수없는일인데	0",0
"할말이 없노 ㅋㅋ 아이큐 두자릿수 예상한다	0",0
"기레기넘 또 나섰네. 지금 쓰레기 배추량을 봐라. 조금이라도 줄여야 한다. 다른 기자들은 이렇게 안썼던데 완전 소비자 . 마켓팅하는 기업 다 망하는것처럼 썼네.. ㅎㅎ	0",0
"좆같은 김치년들한테 선택받는게 메리트 있냐. 선택해도 거부다	0",0
"하여간 흉기 언플 존나함. 이제 안먹히지 자국민이 호구도 아니고	0",0
"누군지 밝히셈ㅋ 그리고 걘 연예계에서 영구퇴출가자 정유라랑 다를바없잖아ㅋ	0",0
"니미 씹이나 차단해라.	0",0
"ㅇㅇ 동탄아지매 2명이랑 만나봤지 뇌가없는대신 이쁘다	0",0
"재앙이 오려나 참 미묘가 시기하네요	0",0
"쓰벌 새끼들아 보지마 보면서 왜 작가들에게 상처를 주나	0",0
"죽은 세월호 구원파 교주 유병언이 조까사위 딸로환생한듯	0",0
"김원희는 왜 애를 않놓노 불임인가	0",0
"ㅋㅋ 매갈페미년들 연하남은 커녕 그 성질에 평생 누구하나 사귈수도 없어보이는구만 ㅋㅋ	0",0
"친선대사도 중졸에게는 시키지말자.	0",0
"닥쳐 틀딱련아	0",0
"우아 지오누나를 비방하더니 ㅋㅋ 이젠 생시람잡네 보수집권 멸망 아베대변인 주적은 북한이지만 니넨 쪽바리 제일 나쁘다는걸 명심해라	0",0
"씨가일단좋아야하고 밭도좋아야한다	0",0
"역시 더듬어내로남불새끼들 실망시키지않는구만 ㅋㅋ	0",0
"윤서이니야 시시때때로 열폭하는 애라 그렇다지만 여기서 정우성까는 애들은 왜 그럼??? 유엔난민 홍보대사라서 SNS에 홍보 좀 한거갖고.. 윤서인 얘도 웃긴게 그러면 지도 평소에 입바른 소리라도 하든가.	0",0
"개종자들	0",0
"빠가야로~~ 안전하게 너희나 이빠이 쳐드세요!	0",0
"가세연에서 퍼온거 보솤ㅋㅋ가세연 똥은 알지??가세연도 아줌마 부대가 점령 했더라김세의가 주예지 팬이라니까 아줌마들 부들부들	0",0
"제목 읽기 개힘드네일단 ㅁㅈㅎ줌	0",0
"그건 기술자가 아니라 기사다 개병신아 제발 좀 ㅋㅋ	0",0
"Just way you are 빌리좆엘	0",0
"각 집단마다 저런 쓰레기들 존나 많음.	0",0
"누가 악플을 달긴? 80년대 최악의세대라불리어는 여자들이지.	0",0
"빨갱이 새 끼 들	0",0
"법부터가 지롤이네 법안 똑바로 안만드냐? 국개의원들..	0",0
"존나 무섭내	0",0
"리뷰 이천개 이상 달릴동안 4.8 유지해봤는데저런새끼들은 히스토리 들어가보면 어떤 가게든지 다 불만 투성이임다 버린데 개 병신같은 새끼 ㅋㅋㅋ병신 보존의 법칙이라 생각한다 물론 대응은 잘 해야지	0",0
"백상까지 조작한 sm.문재인들어서고 방송 문화 경제등 비리와 부패가 더 심각하고 망하고있다.조작사기댜 sm비리와 조작으로 인기구걸하는데도 조사없는 문재인끌어내려야지	0",0
"개돼지집단 개한민족의 실상. 사촌이 땅사면 배아픈 민족이라 앞에선 웃어도 뒤에서 호박씨 까는게 일상임. 소름돋는 개한민족 무섭다.	0",0
"미쳣나????!!!! 다른사람이 빌린 돈을 왜 내가 낸 세금으로 갚아준다는 거야?! ㅁㅊ.. 개빡치네.아주 다 국가세금으로 니들 생색 다내고 저소득계층 사람들만 자기들 빚 갚아준다고 좋아라 하겠네..개빡친다고 신발ㅏㅏㅏ!!!	0",0
"머찌네!년들은 금테 두르고.놈들은 노끈이냐?이게 진정 니까짓들이 추구하는 평등.공정.이냐?문빠 변신놈.년들아!	0",0
"대깨문들은 죄다. 싸그리 한마리도 남김없이 잡아서. 똥통에 쳐넣고 농약에프킬라쥐약 락스청산가리술쳐먹고 오바이트 한것살충제유리가루 넣어서 애미추와 국조 인재문. 이 잡것들 주둥이에 쳐넣어야 하는디...	0",0
"알고보니 이 미M친놈은 포풀리즘의 대마왕이었네	0",0
"기자가 여자네요.. 화사가 저런 춤 추면 걸크러쉬라고 할거면서.. 그녀들의 이중성이란..	0",0
"하늘같은 남편한테 반말하는것만 봐도 구해선이 죽일련이다 남편이 니 몸종이냐 밸아먹을논아	0",0
"BBW 취향이긴한데 가슴은 빵빵해서 좋다 이기	0",0
"ㅇㅎ 과거도 현재도 민족의식 애국심 존나 안드는건 마찬가진가지네	0",0
"꽁초보다 역겨운 죄인이잠아	0",0
"사진땜시 기분 잣같아져서 ㅁㅈㅎ	0",0
"스트레스가 원인일듯 문재앙이 책임저라	0",0
"실제로 김대중이라고 했는데 김재중이라고 한거라고 구라친거라는 생각은 안해봣노 ?	0",0
"폐지가 답 전현무 꼴 베기 싫어	0",0
"개돼지 대구민들 ㅜㅜ	0",0
"네 다음 반일국뽕 폭도	0",0
"ㅋㅋㅋ으이그... 진짜 정신병자들 많다	0",0
"저런 놈년들 안봤으면 한다	0",0
"일베좌파임.	0",0
"다애미뒤진 새끼들이라그래	0",0
"이색히들은 코로나종식했다더구만..짱개발 인천행 뱅기에 탑승한 짱개가 한국와서 우한폐렴확진받았으니..	0",0
"마약중독에 성형중독에... 휴	0",0
"MBC 이제는 폐업할때 . 좌빨의 선동만이 남아있는 쓰레기 .	0",0
"못생겼으니 옷이라도 뻘겋게 입고 뻘건살 내놔야지 근데 극혐	0",0
"지22럴 하네 남자가 봐도 심각?? 메갈련들이겟지 아님 기생충 박사같은 부류거나	0",0
"개소리하면서 도망가지 말고 근거 가져와 씨발 새끼야 ㅋㅋㅎㅋㅋ	0",0
"송혜교는 예쁜데 댓글이 너무 인위적이라 보니까 30-40대 비율ㅋㅋ역시 나이많은 여자는 나이많은 여자보고 예쁘다 하는구나	0",0
"김구라 범죄자 모습같어	0",0
"계속 제 잘난 맛에 사니 그렇지. 언젠가 크게 걸릴거야. 비싼 넌 일반인은 싸구려 기성복으로 보일테지. ''싼 게 비지떡이예요.''	0",0
"ㄹㅇ 똑같은 업무지시를 해도 사람 진짜 존나 빡치게 만드는 재주가 있음	0",0
"에효.. 니 직장이나 스와프해라 빙시나. 쪽팔려 어디 앞으로 글이나 써지겠냐. 종양이면 좃선이나 동악일보랑 스와프하면 되겠네. ㅉㅉ	0",0
"혜경궁은 그냥 말만함. 실천을 안함 언론에 홍보비 주고 언플은 ㅈㄴ함	0",0
"연기대상 못타니 연예대상 노리시는 분	0",0
"여자 팔자 뒤웅박 팔자	0",0
"참고로 여기서 매달리면 조온나 씨발되는거임많은 찐따들이 여기서 멈추질 못하고 존나 들이대다가 이불킥거리를 만드는거다. 난 다르다고 생각하지마. 열번 찍으면 되는 나무가 아니라 바위산이야.얼른 손떼고 딴년한테 들이대라. 과거 나에게 외치는 심정이다.	0",0
"핀란드가 도대체 어디있어? 그냥 핀란드풍이라면 핀란드냐? 핀란드 스키부대 하강하면서 개머리판으로 이 기자새끼 인중을 치고 싶다.	0",0
"현실성도 없고 티비 보고 그런 뚱보 짜리몽땅을 보고 농염 하다 생각 할 남자면 지 마누라를 하루밤에 열번 한다‼️‼️‼️‼️‼️‼️‼️‼️	0",0
"이국종도 지난번에 욕처먹을짓 했잖아이재명 탄원서 제출한거 ㅋㅋㅋ난 그거 보고 아 저분도 그짝이겠다싶었다	0",0
"최정훈도 꼭 퇴출시켜주세요잔나비 잔챙이 보컬 퇴출 운동 시작합시다 !	0",0
"저위에 추잡한것 한놈과 한년 사진 내려라	0",0
"ㅇㅈㅋㅋ 속으로는 ㅈㄴ게 찔리는일게이들인데	0",0
"누군가는 똥을 쳐야하고 내가 치기싫으니까 똥치는 사람 배려해주자 하면 될걸 존나 어렵게 써놓았노 전국의 분뇨관련 종사자들이 들고 일어나면 온국토가 똥바다 되는거지	0",0
"당직병을 쑤시면 황희만 바보 되는거 아니냐? 열심히 쑤셔라 문슬람. 역시 지능이 그 수준이냐?	0",0
"생긴것도 참 드릅게 생깃네	0",0
"문재인대통령님이 계시는 대한민국에 빌붙어 사는걸 축복받은줄알고 살아라 ~ 수구꼴통들아 ㅋㅋ 이런다고 공수처설치반대 정권교체가 된다고 보냐?? 꿈이야 꿈 😁😁 분수를 알아야쥐~감히 어디서 푸하하하	0",0
"좌빨 인증하네 ㅉㅉ	0",0
"진한 화장 화려한 외모 거부합니다. 탈 코르셋 운동 동참하지 않는 모든 여자 연예인들 불매합니다.	0",0
"악마같은 쥐새끼들	0",0
"대한민국은 김치녀들 입김이 너무 세다	0",0
"이 무슨 여기가 80년대 초 조선이냐? 무슨 말같지도 않은 소릴 하냐! ㅆ ㅂ 같잖아서	0",0
"나라가온통 재앙이다 기생충 빨갱이 앵벌이 천국이다 박근혜대통령때는 이정도는 아닌데 한마디로 개판이다	0",0
"그러니까 살찐거 컴플이라고 개솔찍찍 하지마 살찐여자들아 키작은거랑 머리빠지는거 노력1도 못하는 그런게 진짜 컴플이지	0",0
"정말 거지같은인간들이다 사실을 왜 자꾸 어거지인지..피해망상인가? 민주당 이것밖엔 안되었나?전정부나 현정부나..국민들 위하는것들은 없다지네들 권력맛만 알지...쓰레기들	0",0
"또 중간에 말꼬리 짤라서 ... 무식쟁이들 흥분시킬려고 ZR한다 조센찌라시... 마지막수단으로 살아볼려고 고금리에 손을 대는 열시미 살아온 영세민들을 보호해보자는거자나~~ 국가 존재목적이자나~~공정경제 고 시ㅂㅅ꺄~	0",0
"맞는말했구만 근데 용접은 뭐 쉬운줄아나? 7등급이하 머가리가 용접하면 파이프터져 철아작나고 ㅋㅋㅋ글고 말은똑바로 하자 7등급 이하 머가리가 먼수로 호주가서 영어하냐? 바디토킹으로??	0",0
"잘생긴 육성재 대신 팬들을 위해 니가 군대 두번 가는건 어떻니?	0",0
"친일앞잡이매국당 놈들이지머.	0",0
"홍어야	0",0
"베충이 시무룩 ㅋㅋ	0",0
"아저씨 3명이서 우리 지은이 여기저기 어루만져주겠네 ㄷㄷㄷ	0",0
"이 친구 암은다 나앗나?? 옮으면 큰일인데..	0",0
"네이버 좆선일 일베 징글징글	0",0
"누가보면 셜리가 살해된줄 ㅋㅋ좃무현 자살찬양 좌빨 방송국 수준하곤 ㅋㅋ자살한것들은 욕먹어도 싸다	0",0
"쪽바리 고 홈	0",0
"AV도 가능할려나 ㅋㅋ	0",0
"의새새끼들 다 기어 쳐나왔네디비자고 새벽같이일어나 일해라 노예놈들아	0",0
"오왕...... 박효신 몇번째 억닥위로 꿀꺽한거에는 반대 이야기도 들어야한다고 해놓고 60만원에는 씹선비 기준 적용하는고 보소 ㅋㅋ 니도 꼭 겪어보길 바람	0",0
"그럼 땅에 뭍으라고??? 뭐 어떻게 하라고저런덴 쓰레기 수거를 안해 병신아	0",0
"웹툰 작가들 하나같이 쓰레기집단이냐 ㅡㅡ	0",0
"내 글을 유일하게 이해한 새끼가 나타났네	0",0
"인사는 무슨 인상만 존나 쓰는데	0",0
"안궁금해 E뇬ㅇr	0",0
"남들 다가는 군대 ㅈㄴ시끄럽네ㅠㅋㅋ	0",0
"꽃뱀들 본보기로 처형해라	0",0
"미친놈들이네..	0",0
"이때다 싶어서 편피노들 활개치고 다니네 ㅋㅋ	0",0
"남자는 어릴수록 단단하니 맛있음. 25살 넘으면 철지난 크리스마스 케잌처럼 흐물거리기 시작	0",0
"아주 하다하다 별ㅈ1ㄹ을 다떨고있네	0",0
"보지마 조언 필요없어 게세끼들아	0",0
"눈 코 입술 가슴 올튜닝 ㅠㅠ	0",0
"얘 말하는거 너무 커여웡.. 입에 내꺼 물리고시펑	0",0
"붕신같은 정책들	0",0
"머리에 밀웜을 꽂고 다니노	0",0
"ㅈ같이 생겼다 진짜	0",0
"그래도 삼성 부장 정도면 연봉 몇억씩 받았을텐데 그리고 퇴직금도 오지게 받았을텐데 그거로 차라리 일용잡부 뛰면서 한달에 200정도 생각하고 나머지돈으로 생활비쓰지뭣하러 떡볶이집 오픈해서 고생하시냐.... 진짜 장사로 투자1.5억해서 1.5억 본전만 찾아도 다행인시대다게이들도 만약에 퇴직금 다해서 현찰 2억 정도 있으면 그돈 생활비로 야금야금쓰고 일용잡부 뛰거나 아님 뭐 월급쟁이 마트 직원 그런거라도해라어지간해서 사업하면 돈 까먹고 싹 다 망하는 세상임	0",0
"미친.....	0",0
"신호 안받다가 뒤졌음 좋겠냐?	0",0
"개세이들	0",0
"돈많은건 인정하지만 키라도 크던지? 김건모와 그어머니는 눈좀낮추셔야 장가갑니다	0",0
"찌질이들 보기싫음 안보면 될것을 보면서 찡얼대네 모지리들 ㅋㅋ 왜사냐 모지리들아 ㅋㅋ	0",0
"문재앙은 언제죽냐 범죄자ㅅㄲ들이 명줄은길더라	0",0
"저게 어떻게 홍콩영화냐 시발ㄴㅋㅋ	0",0
"페미 새끼들은 초중고딩이 다 들어다볼수 있는 카페 게시판이나 트위터에다가 아이돌 실명 언급하면서 ㄸㄲ충 만들고 능욕에 능욕에 고문까지 다 시키던데 이게 여혐이라고 하면 진짜 머리빻에 총 맞아야 한다 그런거 봤으면 진작에 남혐이라고 차단했어야 하는거 아닌가?ㅋㅋㅋ 여혐이라는 단어를 구사한다는 거 자체가 정신병이다	0",0
"페미 망할놈들	0",0
